Product Name,Colors,Pic urls,Prod care
Cotton-piqué polo shirt with contrast logo,"Light Red ,Yellow ,Dark Red ,Orange ,Red ,Light Purple ,Purple ,Light Blue ,Light Blue ,Turquoise ,Blue ,Dark Blue ,Dark Blue ,Light Green ,Light Green ,Khaki ,Natural ,White ,Light Grey ,Grey ,Dark Grey ,Black ,Black","https://images.hugoboss.com/is/image/boss/hbeu50469055_646_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_646_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_646_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_646_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_646_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton-terry relaxed-fit sweatshirt with logo patch,"Dark Purple ,Turquoise ,Dark Blue ,Brown ,Light Brown ,Black","https://images.hugoboss.com/is/image/boss/hbeu50509323_510_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509323_510_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509323_510_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509323_510_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509323_510_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Water-repellent regular-fit gilet with down filling,"Natural ,Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50504776_271_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504776_271_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504776_271_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504776_271_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504776_271_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504776_271_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Do not chemical dry clean , Very mild professional wet clean"
Cotton-blend tracksuit bottoms with signature-stripe trims,Black,"https://images.hugoboss.com/is/image/boss/hbeu50505782_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505782_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505782_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505782_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505782_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505782_001_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Water-repellent biker jacket with quilted pattern,Black,"https://images.hugoboss.com/is/image/boss/hbeu50511580_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511580_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511580_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511580_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511580_001_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511580_001_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Three-pack of stretch-cotton trunks with logo waistbands,"Black ,Blue ,Red / Blue / Black","https://images.hugoboss.com/is/image/boss/hbeu50514928_976_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514928_976_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514928_976_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514928_976_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514928_976_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514928_976_342?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514928_976_343?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Medium Heat , Do not chemical dry clean"
Water-repellent jacket with detachable sleeves and hood,"Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50504423_036_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504423_036_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504423_036_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504423_036_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504423_036_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504423_036_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Knitted cotton sweater with red logo label,"Grey ,Light Red ,Dark Blue ,Dark Green ,Beige ,Black","https://images.hugoboss.com/is/image/boss/hbeu50475083_039_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475083_039_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475083_039_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475083_039_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475083_039_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Extra-slim-fit jeans in comfort-stretch denim,Black,"https://images.hugoboss.com/is/image/boss/hbeu50476244_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476244_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476244_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476244_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476244_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476244_001_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Cotton polo shirt with embroidered logo,"Blue ,Orange ,Yellow ,Light Yellow ,light pink ,Dark pink ,Dark pink ,Dark Red ,Light Purple ,Turquoise ,Blue ,Green ,Green ,Beige ,Beige ,Dark Red ,Natural","https://images.hugoboss.com/is/image/boss/hbeu50468301_459_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468301_459_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468301_459_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468301_459_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468301_459_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit chinos in stretch-cotton gabardine,"Dark Blue ,Light Blue ,Beige ,Black","https://images.hugoboss.com/is/image/boss/hbeu50468314_405_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468314_405_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468314_405_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468314_405_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468314_405_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468314_405_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit shirt in structured performance-stretch fabric,"Dark Blue ,White","https://images.hugoboss.com/is/image/boss/hbeu50503533_475_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50503533_475_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50503533_475_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50503533_475_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50503533_475_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50503533_475_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Slim-fit shorts in easy-iron four-way stretch fabric,"Dark Blue ,Light Red ,Light Blue ,Light Green ,Beige ,White ,Dark Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50504392_402_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_402_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_402_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_402_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_402_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_402_240?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Water-repellent puffer gilet with red logo badge,"Black ,Blue","https://images.hugoboss.com/is/image/boss/hbeu50505895_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505895_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505895_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505895_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505895_001_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505895_001_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
Cotton-piqué polo shirt with contrast logo,"Yellow ,Dark Red ,Orange ,Light Red ,Red ,Light Purple ,Purple ,Light Blue ,Light Blue ,Turquoise ,Blue ,Dark Blue ,Dark Blue ,Light Green ,Light Green ,Khaki ,Natural ,White ,Light Grey ,Grey ,Dark Grey ,Black ,Black","https://images.hugoboss.com/is/image/boss/hbeu50469055_730_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_730_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_730_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_730_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_730_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Stretch-cotton T-shirt with crew neckline and logo detail,"Light Purple ,Dark Blue",https://images.hugoboss.com/is/image/boss/hbeu50519372_531_100?wid=768&qlt=80,"30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Graphic-jacquard sweater in a virgin-wool blend,"Beige ,White ,Black","https://images.hugoboss.com/is/image/boss/hbeu50506035_260_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506035_260_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506035_260_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506035_260_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506035_260_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit jeans in satin stretch denim,"Natural ,Dark Blue ,Beige","https://images.hugoboss.com/is/image/boss/hbeu50514535_131_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514535_131_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514535_131_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514535_131_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514535_131_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514535_131_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Cotton sweater with colour-blocking and mesh detail,"Dark Blue ,Beige","https://images.hugoboss.com/is/image/boss/hbeu50506020_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506020_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506020_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506020_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506020_404_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Cotton-terry tracksuit bottoms with stripes and logo,,"https://images.hugoboss.com/is/image/boss/hbeu50515161_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515161_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515161_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515161_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515161_001_100?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit jeans in blue performance-stretch denim,Blue,"https://images.hugoboss.com/is/image/boss/hbeu50508121_421_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508121_421_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508121_421_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508121_421_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508121_421_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508121_421_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Cotton-jersey T-shirt with rubber-print logo,"Dark Blue ,Turquoise ,Blue ,Blue ,Light Blue ,Light Green ,Beige ,White ,Black","https://images.hugoboss.com/is/image/boss/hbeu50468347_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468347_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468347_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468347_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468347_404_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit V-neck sweater in virgin wool,"Dark Blue ,Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50468261_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468261_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468261_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468261_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468261_404_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Slim-fit shorts in easy-iron four-way stretch fabric,"Beige ,Light Red ,Light Blue ,Dark Blue ,Light Green ,White ,Dark Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50504392_269_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_269_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_269_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_269_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_269_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_269_240?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Cotton-blend polo shirt with stripes and logo,"White ,Black","https://images.hugoboss.com/is/image/boss/hbeu50519745_100_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519745_100_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519745_100_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519745_100_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519745_100_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Regular-fit hooded jacket with degradé jacquard,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50504953_402_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504953_402_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504953_402_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504953_402_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504953_402_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504953_402_341?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Geometric-pattern polo shirt in cotton and silk,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50508433_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508433_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508433_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508433_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508433_404_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Relaxed-fit T-shirt in cotton with logo print,"Dark Green ,light pink ,Blue ,Dark Blue ,Dark Green ,Brown ,White ,White ,Black","https://images.hugoboss.com/is/image/boss/hbeu50488330_257_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488330_257_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488330_257_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488330_257_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488330_257_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Relaxed-fit overshirt in stretch fabric with press studs,Beige,"https://images.hugoboss.com/is/image/boss/hbeu50502549_260_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50502549_260_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50502549_260_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50502549_260_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50502549_260_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50502549_260_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Relaxed-fit trousers in stretch-cotton poplin,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50514199_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514199_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514199_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514199_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514199_404_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514199_404_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Water-repellent slim-fit jacket with logo print,"Black ,Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50468719_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468719_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468719_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468719_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468719_001_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50468719_001_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Three-pack of stretch-cotton trunks with logo waistbands,"Black / White / Red ,Dark Blue ,White ,Black","https://images.hugoboss.com/is/image/boss/hbeu50492375_621_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50492375_621_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50492375_621_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50492375_621_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50492375_621_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50492375_621_342?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50492375_621_343?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
Two-pack of regular-length socks in a cotton blend,"Dark Blue ,Beige ,Dark Brown ,Grey ,Dark Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50516616_401_200?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50516616_401_240?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50516616_401_250?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Do Not Iron , Do not chemical dry clean"
Slim-fit jacket in performance-stretch cotton,"Dark Green ,Dark Blue ,Beige","https://images.hugoboss.com/is/image/boss/hbeu50488019_307_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488019_307_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488019_307_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488019_307_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488019_307_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488019_307_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit shorts in easy-iron four-way stretch fabric,"Black ,Light Red ,Light Blue ,Dark Blue ,Light Green ,Beige ,White ,Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50504392_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_001_240?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Slim-fit shorts in easy-iron four-way stretch fabric,"White ,Light Red ,Light Blue ,Dark Blue ,Light Green ,Beige ,Dark Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50504392_100_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_100_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_100_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_100_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_100_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504392_100_240?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Slim-fit trousers in micro-patterned performance-stretch fabric,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50508198_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508198_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508198_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508198_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508198_404_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508198_404_240?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Loose-fit jeans in black denim with adjustable hems,Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50507488_023_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507488_023_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507488_023_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507488_023_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507488_023_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507488_023_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Extra-slim-fit shirt in cotton poplin with spread collar,White,"https://images.hugoboss.com/is/image/boss/hbeu50389769_199_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50389769_199_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50389769_199_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50389769_199_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50389769_199_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50389769_199_100?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit chinos in stretch-cotton gabardine,"White ,Blue ,Dark Blue ,Green ,Light Green ,Light Beige ,Beige ,Brown ,Black","https://images.hugoboss.com/is/image/boss/hbeu50487966_100_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50487966_100_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50487966_100_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50487966_100_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50487966_100_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50487966_100_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Two-pack of stretch-cotton underwear T-shirts with logo,Black,"https://images.hugoboss.com/is/image/boss/hbeu50475276_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475276_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475276_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475276_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475276_001_341?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Medium Heat , Do not chemical dry clean"
